ticker,year,sigma_E_daily,method,days_used,flag,size_bucket,sigma_E_annual,delta,delta_pct,higher_daily
BANC,2018,0.3730526757051798,daily_252,251,,small,0.3870982382668705,-0.014045562561690705,-3.6284232717193388,False
BANC,2019,0.2782833589344706,daily_252,251,,small,0.4024037260465672,-0.12412036711209662,-30.844736039480182,False
BANC,2020,0.2984829141470236,daily_252,252,,small,0.3469689934387899,-0.04848607929176629,-13.97418219167757,False
BANC,2021,0.8133636351819207,daily_252,253,,small,0.5227341885321466,0.2906294466497741,55.59794117654144,True
BANC,2022,0.332005826271507,daily_252,252,,small,0.5016753781893297,-0.16966955191782274,-33.82058583983173,False
BANC,2023,0.3132564779912147,daily_252,251,,small,0.4623123782255308,-0.14905590023431609,-32.241382072967525,False
BANF,2016,0.233528829729868,daily_252,252,,small,0.1677074050086859,0.0658214247211821,39.24777484796994,True
BANF,2017,0.2467857712322841,daily_252,252,,small,0.1901830276018589,0.056602743630425195,29.76224763280188,True
BANF,2018,0.2535554738104529,daily_252,251,,small,0.2239258923645233,0.029629581445929615,13.231869317593862,True
BANF,2019,0.2327196102026833,daily_252,251,,small,0.2167415528754992,0.015978057327184103,7.371940043431463,True
BANF,2020,0.2088704208106217,daily_252,252,,small,0.2107593697700591,-0.001888948959437392,-0.896258591728689,False
BANF,2021,0.7512429082610202,daily_252,253,,small,0.3551957521154332,0.39604715614558705,111.50109588497494,True
BANF,2022,0.2934499707736127,daily_252,252,,small,0.3682938264005822,-0.07484385562696955,-20.321778499095476,False
BANF,2023,0.300543085015569,daily_252,251,,small,0.3924064034155798,-0.09186331840001083,-23.410249578094312,False
BANR,2016,0.2539004777379036,daily_252,252,,small,0.2401628289235117,0.013737648814391878,5.720139488682953,True
BANR,2017,0.2475029222289251,daily_252,252,,small,0.2398312109825277,0.0076717112463974,3.198796026158707,True
BANR,2018,0.2282467222069543,daily_252,251,,small,0.2067451633119174,0.02150155889503691,10.400029945366802,True
BANR,2019,0.2377328994817905,daily_252,251,,small,0.1890841941913391,0.0486487052904514,25.728594343122374,True
BANR,2020,0.2532327433690378,daily_252,252,,small,0.204852805295796,0.048379938073241785,23.61692728756331,True
BANR,2021,0.7014645322494301,daily_252,253,,small,0.327314554325006,0.37414997792442406,114.30899511816787,True
BANR,2022,0.3332960026955242,daily_252,252,,small,0.34104603484179,-0.007750032146265851,-2.272429922799443,False
BANR,2023,0.2768816417286632,daily_252,251,,small,0.3591910302672025,-0.08230938853853931,-22.915212687051035,False
